[FightGame][2025-08-01 18:22:34/level:0/count:00000027] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000028] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000029] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000030] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000031] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000032] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000033] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000034] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000035] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000036] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000037] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000038] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000039] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000040] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000041] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000042] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000043] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000044] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000045] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000046] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000047] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000048] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000049] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000050] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000051] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000052] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000053] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000054] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000055] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000056] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000057] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000058] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000059] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000060] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000061] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000062] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000063] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000064] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000065] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000066] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000067] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000068] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000069] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 85 (socket port :51185) (4097, 327) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000070] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000071] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000072] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000073] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 276 (socket port :51374) (4697, 281) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000074] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000075] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000076] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000077] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 489 (socket port :51588) (3971, 3440) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000078] NetworkManager::HandleCSPacket_Attack3[1008] SessionID : 489 (socket port :51588) (3971, 3440) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000079] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000080] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 534 (socket port :51633) (4767, 3782) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000081] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 539 (socket port :51638) (1083, 6231) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000082] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 551 (socket port :51650) (601, 4421) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000083] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000084] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 625 (socket port :51724) (2647, 4999) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000085] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000086] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000087] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 718 (socket port :51817) (3210, 3927) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000088] NetworkManager::HandleCSPacket_Attack1[879] SessionID : 718 (socket port :51817) (3210, 3927) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000089] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 723 (socket port :51822) (3654, 5936) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000090] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 743 (socket port :51842) (4871, 3760) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000091] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000092] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 799 (socket port :51898) (4114, 1091) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000093] NetworkManager::HandleCSPacket_Attack1[879] SessionID : 799 (socket port :51898) (4114, 1091) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000094] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000095] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000096] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 926 (socket port :52025) (2279, 3434) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000097] NetworkManager::HandleCSPacket_Attack1[879] SessionID : 926 (socket port :52025) (2279, 3434) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000098] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000099] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 948 (socket port :52047) (4563, 3841) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000100] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 949 (socket port :52048) (495, 754) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000101] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 956 (socket port :52055) (3158, 5059) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000102] NetworkManager::HandleCSPacket_Attack3[1008] SessionID : 956 (socket port :52055) (3158, 5059) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000103] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 958 (socket port :52057) (3288, 3130) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000104] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 973 (socket port :52072) (1098, 5528) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000105] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000106] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1070 (socket port :52169) (3819, 859) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000107] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000108] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:34/level:0/count:00000109] NetworkManager::HandleCSPacket_MoveStart[766] SessionID : 1164 (socket port :52263) (1326, 1022) 
[FightGame][2025-08-01 18:22:34/level:0/count:00000110] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000111] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1214 (socket port :52313) (3841, 6257) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000112] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1253 (socket port :52352) (184, 3165) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000113] NetworkManager::AcceptProc[384]: usableCnt = 0, sessionIDs = MAX
[FightGame][2025-08-01 18:22:35/level:0/count:00000114] NetworkManager::HandleCSPacket_MoveStop[822] SessionID : 1262 (socket port :52361) (5571, 5509) 
[FightGame][2025-08-01 18:22:35/level:0/count:00000115] NetworkManager::HandleCSPacket_Attack2[942] SessionID : 1262 (socket port :52361) (5571, 5509) 
